video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y-3-4qmWSJXU,Rain; Rain on surface; Thunderstorm; Thunder; Raindrop; Speech,Thunderstorm; Thunder; Rain; Rain on surface,1.101,4,6,4
Y-3Kv4fdm7Uk,"Steelpan; Music; Ice cream truck, ice cream van; Musical instrument; Domestic animals, pets; Dog; Howl",Music; Musical instrument; Steelpan,1.189,3,7,3
Y-ZJqu_4zLMc,"Speech; Animal; Cat; Babbling; Domestic animals, pets; Meow","Speech; Animal; Domestic animals, pets; Cat; Meow; Caterwaul",1.093,5,6,6
Y-_f_ClsDxyc,Music; Brass instrument; Musical instrument; Cello; Clarinet; Bowed string instrument; Classical music; French horn; Saxophone; Trumpet,Brass instrument; Trumpet; Clarinet,0.956,3,10,3
Y-_HXiz8XnV0,Speech; Music; Crack,"Speech; Music; Breaking; Inside, small room",1.027,2,3,4
Y-_QPd-VskKY,Typing; Computer keyboard; Speech; Vehicle,Mouse,0.980,0,4,1
Y-_UCboMO_xE,"Speech; Slap, smack; Laughter; Child speech, kid speaking","Slap, smack",0.705,1,4,1
Y0-2Onbywljo,Speech; Music; Oink; Grunt,Speech; Grunt; Pig; Music,1.252,3,4,4
Y0-6N0Qagy5A,"Music; Heart sounds, heartbeat; Bicycle bell; Hum; Heart murmur; Chirp tone; Throbbing",Music; Synthesizer; Bicycle bell,1.429,2,7,3
Y0-7PyzhzuYQ,Music; Banjo; Bluegrass; Musical instrument; Country; Plucked string instrument; Guitar; Mandolin; Speech,Music; Bluegrass; Folk music; Music of Latin America; Flamenco; Gospel music; Music of Bollywood,1.185,2,9,7
Y0-EgET9q3qE,Music; Organ; Musical instrument; Electronic organ; Piano; Hammond organ; Keyboard (musical),Organ; Electronic organ,1.175,2,7,2
Y0-Hzui4Qpl4,"Speech; Dishes, pots, and pans; Cutlery, silverware; Stir; Sizzle",Speech; Boiling,1.165,1,5,2
Y0-ljtP6WJrI,Music,Whistling,1.159,0,1,1
Y0-N62G9etNE,Music; Crowd; Speech; Cheering; Singing; Shout; Children shouting,Speech; Groan; Music; Music of Latin America,1.283,2,7,4
Y0-o0oZvSFOk,"Speech; Sheep; Bleat; Animal; Vehicle; Music; Livestock, farm animals, working animals; Goat",Speech; Bleat; Sheep,1.263,3,8,3
Y0-yskgO46Bg,"Speech; Inside, small room","Speech; Dental drill, dentist's drill",1.156,1,2,2
Y00AGIhlv-w0,"Animal; Rub; Domestic animals, pets; Dog; Speech; Filing (rasp); Pant; Wood",Sanding; Wood; Rub,1.245,2,8,3
Y00cREXaIlnQ,"Music; Speech; Jingle, tinkle","Boat, Water vehicle; Rowboat, canoe, kayak",1.195,0,3,2
Y00FBAdjlF4g,Speech,Creak,1.124,0,1,1
Y00G2vNrTnCc,Speech; Music,Speech; Music; Pulse,1.144,2,2,3
Y00iiNF4tn4o,Speech; Steam whistle; Steam; Hiss,Train whistle,1.173,0,4,1
Y00KM53yZi2A,Music,Printer,1.205,0,1,1
Y00mJnXKtToE,Music; Speech; Boing; Plop,"Music; Burst, pop",1.069,1,4,2
Y00vYncpl0pk,Music; Video game music,Music; Video game music,1.136,2,2,2
Y00wORCOKNHw,"Horse; Clip-clop; Animal; Speech; Domestic animals, pets",Clip-clop,0.924,1,5,1
Y00XaUxjGuX8,Speech; Cupboard open or close,Bouncing,1.116,0,2,1
Y00z0M1DJyAw,"Fowl; Chicken, rooster; Bird; Cluck; Livestock, farm animals, working animals; Turkey; Bird flight, flapping wings; Bird vocalization, bird call, bird song; Animal; Chirp, tweet",Fowl; Turkey; Gobble,1.005,2,10,3
Y01CiQ6VDxbo,Music; Singing; Speech; Choir; Male singing; A capella; Female singing,Yell,1.117,0,7,1
Y01he_d18c8o,"Train; Vehicle; Rail transport; Railroad car, train wagon; Train horn; Speech",Train whistle; Steam whistle,1.310,0,6,2
Y01SaXyGY5SM,"Cat; Meow; Domestic animals, pets; Animal; Speech; Caterwaul; Baby cry, infant cry; Music","Speech; Animal; Domestic animals, pets; Cat; Caterwaul",1.212,5,8,5
Y01x0zZpL87I,"Speech; Vehicle; Car; Accelerating, revving, vroom; Motorboat, speedboat",Speech; Clatter,1.035,1,5,2
Y02-0m4RbDUI,"Speech; Drawer open or close; Inside, small room",Speech; Door; Knock,1.018,1,3,3
Y02Ak1eIyj3M,"Emergency vehicle; Siren; Fire engine, fire truck (siren); Vehicle; Ambulance (siren); Motor vehicle (road); Truck",Emergency vehicle; Ambulance (siren); Siren,1.126,3,7,3
Y02Fdq2tyIWI,Music; Drum; Drum kit; Snare drum; Speech; Bass drum; Rimshot; Percussion; Musical instrument; Cymbal,Music; Happy music,1.108,1,10,2
Y02UvvE1oA1I,"Music; Musical instrument; Guitar; Plucked string instrument; Speech; Acoustic guitar; Strum; Steel guitar, slide guitar; Flamenco",Bleat; Music,1.010,1,9,2
Y02XbmweOzOY,Vehicle; Jackhammer; Engine; Idling; Speech; Vibration,Jackhammer,1.091,1,6,1
Y03aJ_RcnBko,"Speech; Dishes, pots, and pans; Cutlery, silverware",Hammer,0.945,0,3,1
Y03c-hmoUfuc,"Speech; Animal; Dog; Domestic animals, pets; Telephone bell ringing; Bicycle bell","Speech; Telephone bell ringing; Inside, small room",1.007,2,6,3
Y03c2pnO2Xv0,Music; Vehicle; Speech; Engine; Engine starting,Crushing,0.998,0,5,1
Y03IZHwOh2eQ,"Speech; Inside, small room","Chewing, mastication",0.888,0,2,1
Y03Q2SbeP_cw,Chime; Music; Wind chime; Speech,Emergency vehicle; Ambulance (siren); Siren,0.960,0,4,3
Y03Uz8L0u07Q,"Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Owl; Speech; Whistle; Fire alarm; Squawk",Animal; Wild animals,0.961,0,8,2
Y03zeVlBWhdY,Crowd; Cheering; Speech; Battle cry; Children shouting; Whoop; Music,Speech; Whimper,1.112,1,7,2
Y0A-VisU1k8U,Speech; Music,Arrow,1.075,0,2,1
Y0a5KHX_odJ8,Speech; Cupboard open or close; Drawer open or close; Door,Speech; Bang,1.075,1,4,2
Y0a91szM1Ivw,"Music; Carnatic music; Classical music; Musical instrument; Bowed string instrument; Speech; Violin, fiddle; Singing; Cello",Music; Carnatic music; Traditional music,1.050,2,9,3
Y0AA0R8gbxcI,Chant; Music; Singing; Choir; Mantra; Speech,Speech; Reverberation; Field recording,0.998,1,6,3
Y0aaLWD7TUSU,Speech; Animal; Vehicle,"Boat, Water vehicle; Rowboat, canoe, kayak",0.979,0,3,2
Y0abzD7hBTRk,Beatboxing; Speech; Music; Vocal music,Music; Beatboxing,1.005,2,4,2
Y0AkRWunFZPk,"Speech; Crumpling, crinkling; Inside, small room; Shuffling cards; Tearing",Speech; Crunch,1.013,1,5,2
Y0AqnCSdkjQ0,"Water; Sink (filling or washing); Toilet flush; Water tap, faucet; Music; Drip; Liquid; Fill (with liquid)",Liquid; Drip,1.067,2,8,2
Y0ARh-9Amrv0,Speech,Speech; Knock,0.970,1,1,2
Y0aYAf-S-fKM,Music; Musical instrument; Guitar; Plucked string instrument; Effects unit; Distortion; Keyboard (musical); Piano; Reverberation; Chorus effect,Echo,1.026,0,10,1
Y0B7fwvTtvLM,Fireworks; Firecracker; Speech,"Trickle, dribble; Basketball bounce",0.765,0,3,2
Y0BauNGmZtTU,Thunderstorm; Thunder; Rain; Rain on surface; Raindrop; Explosion,Thunderstorm; Thunder; Rain; Rain on surface,1.180,4,6,4
Y0BCXcbaLeoA,Glass; Hammer; Speech,"Chink, clink; Breaking",1.101,0,3,2
Y0BgI0XxW0kE,Speech; Vehicle; Music,Speech; Air conditioning,1.092,1,3,2
Y0bhY7v5dJDY,Snoring; Oink,Grunt,0.930,0,2,1
Y0bKpv6YBl7g,Speech; Drawer open or close,Speech; Drawer open or close,1.051,2,2,2
Y0BlmXxLck5g,Music; Singing; Yodeling; Musical instrument; Female singing; Speech; A capella; Synthetic singing; Child singing,Synthetic singing,1.023,1,9,1
Y0bO6DhC2tlU,Speech,Frying (food); Stir; Sizzle,0.993,0,1,3
Y0bP2MH3LqvI,Music; Speech; Musical instrument; Bowed string instrument; Engine; Vehicle; Idling,"Music; Propeller, airscrew",1.046,1,7,2
Y0bRUkLsttto,Music; Hip hop music; Rapping; Rhythm and blues; Singing,Music; Exciting music,1.095,1,5,2
Y0bsbkdnSgMQ,Speech,Creak,0.970,0,1,1
Y0bvPjMQ_WbE,Steelpan; Music; Orchestra; Musical instrument; Drum; Percussion,Music; Steelpan,1.064,2,6,2
Y0bWZNWZ8YCI,Mechanisms; Glass,Clatter,1.207,0,2,1
Y0c1YU_VtFRE,Vehicle; Music; Train,"Music; Outside, rural or natural; Field recording",1.039,1,3,3
Y0c78GAZ0jLY,Child singing; Speech; Female singing; Music; Humming; Lullaby; Synthetic singing,Child singing,0.957,1,7,1
Y0CA5CPHRXDc,"Speech; Music; Explosion; Burst, pop; Fusillade; Shatter","Insect; Mosquito; Fly, housefly",0.862,0,6,3
Y0Cd8q2Zg1Mc,Vehicle; Speech,Snoring,1.152,0,2,1
Y0CJFt950vOk,Civil defense siren; Siren,Siren; Civil defense siren,1.197,2,2,2
Y0Cl6hXpryhY,Speech; Music; Groan,Grunt; Basketball bounce,1.164,0,3,2
Y0cNYPgD6cEA,Music; Musical instrument; Singing; Opera; Guitar; Plucked string instrument,Male singing; Music,1.123,1,6,2
Y0crG6jzAUpE,Speech,"Speech; Busy signal; Inside, small room",1.022,1,1,3
Y0CTgEP0SIVg,"Bird; Chirp, tweet; Bird vocalization, bird call, bird song; Animal; Chicken, rooster; Domestic animals, pets; Fowl","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Insect; Cricket",1.028,3,7,5
Y0Cu33yBwAPg,Church bell; Bell; Change ringing (campanology); Music,Church bell,1.043,1,4,1
Y0CzC0-cXe8M,Vehicle; Engine; Medium engine (mid frequency); Lawn mower; Idling; Speech,Vehicle; Lawn mower,1.151,2,6,2
Y0cZQm65sZjc,Speech; Keys jangling,Speech; Keys jangling,0.968,2,2,2
Y0D9ZiiYArKw,"Speech; Female speech, woman speaking; Inside, small room; Narration, monologue; Conversation",Speech; Flap,1.043,1,5,2
Y0dC6Ay0oqWk,"Music; Musical instrument; Harp; Plucked string instrument; Marimba, xylophone; Vibraphone; Guitar; Glockenspiel; Pizzicato",Zither; Pizzicato,1.158,1,9,2
Y0dd6AlyOnfc,Speech; Music,Pump (liquid),1.181,0,2,1
Y0dgl6Rvt3X0,"Speech; Chatter; Hubbub, speech noise, speech babble; Vehicle; Inside, public space; Outside, urban or manmade",Speech; Single-lens reflex camera,1.104,1,6,2
Y0DizopdPMBw,Music; Grunge; Punk rock; Psychedelic rock; Rock music; Rock and roll; Progressive rock; Singing; Roll; Ska,Music; Exciting music,1.035,1,10,2
Y0DJP7ywh7nc,"Train; Steam whistle; Rail transport; Railroad car, train wagon; Train horn; Train whistle; Steam; Vehicle; Music; Clickety-clack",Steam whistle,1.047,1,10,1
Y0dPx94RPy2M,Music; Drum kit; Drum; Musical instrument,"Music; Dental drill, dentist's drill",1.072,1,4,2
Y0dVmGVa3Rbw,Single-lens reflex camera; Silence,Camera; Single-lens reflex camera,1.098,1,2,2
Y0DwRfesDQvE,,Rattle,0.970,0,0,1
Y0DzsPL-xElE,Vehicle; Chainsaw; Speech; Power tool; Tools; Car,Motorcycle; Chainsaw,1.060,1,6,2
Y0EI7FxbdsUE,Speech; Music; Rain,Speech; Music; Gush,1.054,2,3,3
Y0EiQyHjoaz8,Door; Cash register,Cash register,0.904,1,2,1
Y0EOQco76eXQ,Music; Guitar; Musical instrument; Plucked string instrument; Bass guitar; Electronic tuner; Electric guitar; Effects unit; Acoustic guitar,Music; Musical instrument; Bass guitar; Wedding music,0.988,3,9,4
Y0EQYTfW7TDc,Music; Drum; Wood block; Beatboxing; Musical instrument; Chopping (food); Percussion,Chopping (food),0.977,1,7,1
Y0eTrzI5-ong,"Music; Musical instrument; Guitar; Plucked string instrument; Violin, fiddle; Pizzicato; Bowed string instrument",Zither; Bowed string instrument; Pizzicato; Cello,1.004,2,7,4
Y0EvpBtracsk,Music; Singing; Musical instrument,Music; Radio,1.085,1,3,2
Y0ewQiU3q5jM,"Glockenspiel; Marimba, xylophone; Music; Mallet percussion; Chime; Jingle, tinkle",Music; Jingle (music),0.965,1,6,2
Y0eXXRhp0p3w,"Vehicle; Car; Accelerating, revving, vroom; Medium engine (mid frequency); Engine",Gush,1.033,0,5,1
Y0EyIdGgbPEo,Music; Speech; Boom,Speech; Music; Bang,1.015,2,3,3
Y0EyJ15KLxg4,Organ; Music; Hammond organ; Electronic organ,Organ; Electronic organ; Hammond organ,0.950,3,4,3
Y0F-Z0zF1504,Music; Rhythm and blues,Music; Pop music; Soul music,1.010,1,2,3
Y0F04c_rY4aw,"Speech; Dog; Animal; Domestic animals, pets; Music; Howl; Canidae, dogs, wolves",Howl,1.008,1,7,1
Y0fCpAuxrQ_I,Music; Musical instrument; Rock music; Guitar; Progressive rock; Heavy metal; Plucked string instrument,Music; Angry music,1.007,1,7,2
Y0fD-eSRrybM,Speech; Music,Mechanisms; Creak,0.941,0,2,2
Y0fiOM---7QI,Music; Tabla; Speech; Percussion; Musical instrument; Drum,Music; Middle Eastern music,1.047,1,6,2
Y0FjrveIENzI,Music; Speech,Shuffle; Music,1.076,1,2,2
Y0foC-4n-eH0,Speech,"Animal; Domestic animals, pets; Dog; Door; Sliding door",0.752,0,1,5
Y0fqtA_ZBn_8,Music; Speech; Mantra,Mantra; Music; Sitar; Carnatic music,1.020,2,3,4
Y0fsntL6RKww,Music; Speech,Hammer,0.958,0,2,1
Y0fvq8YY28qI,Speech; Cap gun; Typewriter,"Speech; Crack; Inside, small room",0.962,1,3,3
Y0fwt2zSftIc,"Speech; Bouncing; Inside, small room; Child speech, kid speaking",Mechanical fan,0.965,0,4,1
Y0fZKF6FprcA,"Power windows, electric windows; Vehicle; Car",Mechanisms; Creak,1.026,0,3,2
Y0Fzrv1GXHPI,Music; Speech,Sine wave,1.005,0,2,1
Y0g-KosNgMYA,Music; Speech; Musical instrument,"Rail transport; Train; Train whistle; Railroad car, train wagon",1.027,0,3,4
Y0g4SlqjORM4,Music; Brass instrument; French horn; Trombone; Musical instrument; Trumpet; Classical music; Orchestra,Orchestra; Brass instrument; French horn,0.968,3,8,3
Y0G50t4FlbIA,Speech; Screaming; Music,Speech; Screaming,1.033,2,3,2
Y0Ga7T-2e490,"Wind noise (microphone); Vehicle; Wind; Boat, Water vehicle; Speech",Vehicle; Truck; Air brake,0.901,1,5,3
Y0GFtqzOWnWg,Speech; Skateboard,Jackhammer,1.041,0,2,1
Y0GhmrpFuRNQ,Music; Crowd; Speech; Cheering; Bellow; Shout; Whoop; Singing; Yell,Shout; Singing; Music,1.088,3,9,3
Y0GNNFBrRz1E,"Speech; Dishes, pots, and pans; Wood; Filing (rasp); Hammer",Hammer,0.967,1,5,1
Y0Gxn9FtaJFc,Music; Speech; Independent music; Singing; Country,Music; Sad music,1.007,1,5,2
Y0g_-KI5NZ-E,Music,Whistling,1.006,0,1,1
Y0H25ve3qts4,Speech; Music,Speech; Music; Slam,0.888,2,2,3
Y0H30ORfaFK8,Stomach rumble; Animal,Stomach rumble,0.908,1,2,1
Y0H814XXq-WQ,Speech; Crowd; Battle cry; Music; Cheering; Children shouting,Battle cry; Crowd,1.060,2,6,2
Y0HbhE91JB-k,Speech; Music,"Insect; Mosquito; Fly, housefly",0.951,0,2,3
Y0he6VV5Y9Bg,Speech,Insect; Cricket,0.975,0,1,2
Y0hfU27A6tus,Music; Banjo; Musical instrument; Plucked string instrument; Speech; Guitar; Ukulele; Mandolin; Bluegrass; Country,Music; Musical instrument; Plucked string instrument; Guitar; Banjo; Bowed string instrument; Country; Bluegrass,0.988,7,10,8
Y0HGsAx2KjPM,Music; Wood block; Drum; Drum machine; Musical instrument; Percussion; Drum kit,Percussion; Wood block,0.918,2,7,2
Y0hjqlmdPT6g,Vehicle; Engine; Light engine (high frequency); Idling; Vibration; Lawn mower; Car; Speech; Truck,Vehicle; Engine; Heavy engine (low frequency); Engine starting,0.981,2,9,4
Y0hOD_iIeePk,"Keys jangling; Vehicle; Car; Power windows, electric windows; Motor vehicle (road); Speech",Speech; Vehicle; Car; Engine; Engine starting,0.923,3,6,5
Y0HqZRxHCGLc,Music; Speech,Wood; Splinter,1.003,0,2,2
Y0hUft9scxzY,"Crumpling, crinkling; Speech; Inside, small room; Tearing; Crackle; Shuffling cards",Speech; Tearing,0.969,2,6,2
Y0hWIKYNSEPE,"Bagpipes; Music; Wind instrument, woodwind instrument","Percussion; Drum; Bass drum; Wind instrument, woodwind instrument; Bagpipes",0.978,2,3,5
Y0HXYdGGKV2k,Banjo; Bluegrass; Country; Music; Musical instrument; Plucked string instrument; Guitar; Mandolin; Speech; Singing,Music; Banjo; Bluegrass,1.016,3,10,3
Y0HzbpwB3xDk,Speech; Vehicle; Air conditioning,Air conditioning,0.956,1,3,1
Y0i-RTS_FXcM,"Music; Musical instrument; Marimba, xylophone; Mallet percussion; Glockenspiel",Music; Ringtone,1.009,1,5,2
Y0i8VM_EooCs,Music; Speech; Singing; Pop music,Music; Electronic music; Techno,1.060,1,4,3
Y0iiwZ2_9Vi8,Vehicle; Speech; Car,Cough,0.995,0,3,1
Y0ImJuPpEpco,Music; Musical instrument,"Propeller, airscrew",0.988,0,2,1
Y0IMxRf5KZBY,Speech; Vehicle; Music,Speech; Slosh,1.038,1,3,2
Y0ISHZQJdeSw,Music; Speech; Rapping; Hip hop music,Music; Pop music; Middle Eastern music,1.001,1,4,3
Y0IwGsEzITQs,"Vehicle; Car; Speech; Race car, auto racing; Motor vehicle (road); Tire squeal",Vehicle; Motor vehicle (road); Car; Tire squeal,1.089,4,6,4
Y0IxyUtHw6Ec,Speech; Music; Animal,Speech; Chatter; Music,1.007,2,3,3
Y0IzhjqyDzt8,"Trumpet; Music; Shofar; Brass instrument; Wind instrument, woodwind instrument; Trombone; French horn; Musical instrument",Church bell,0.987,0,8,1
Y0izHOfrwPn4,Music; Speech,Speech; Quack; Music,1.051,2,2,3
Y0J3wJhQVOII,Speech; Music,Speech; Air conditioning,0.989,1,2,2
Y0JbGxIR8JTk,Music; Singing; Speech; Music of Africa,Music; Ska,1.055,1,4,2
Y0jFQ21A6GRA,Music; Guitar; Musical instrument; Plucked string instrument; Singing; Acoustic guitar; Country; Strum,Music; Middle Eastern music,1.070,1,8,2
Y0jiu0RNizU8,Music; Musical instrument; Speech; Guitar; Plucked string instrument; Opera,"Bowed string instrument; Violin, fiddle",0.951,0,6,2
Y0JjprYD2Yhw,"Machine gun; Gunshot, gunfire",Whip,0.997,0,2,1
Y0jnvb2H25_Q,Speech; Music,Speech; Humming,0.884,1,2,2
Y0Jq6WJLLSIk,"Speech; Music; Baby cry, infant cry",Speech; Oink,1.036,1,3,2
Y0jR20-0sy1Y,"Shofar; Wind instrument, woodwind instrument; Speech; Music","Wind instrument, woodwind instrument; Shofar",1.037,2,4,2
Y0jy-sVREk4o,Thunderstorm; Thunder; Rain; Wind noise (microphone); Wind; Vehicle,Clip-clop,1.023,0,6,1
Y0j_nQcD7jdU,Music; Speech; Electronic music; Throbbing,Music; Soundtrack music; Pulse,0.961,1,4,3
Y0J_TdiZ3TKA,Music; Musical instrument; Guitar; Plucked string instrument; Speech; Country; Singing; Acoustic guitar,Male singing; Synthetic singing; Music,1.031,1,8,3
Y0K0pXiZrUJA,"Speech; Inside, small room",Crunch,0.944,0,2,1
Y0k6KjLouAHs,"Speech; Laughter; Fart; Belly laugh; Giggle; Snicker; Inside, small room",Speech; Throat clearing,1.025,1,7,2
Y0KCVgexi4yU,Music; Speech; Music of Asia,Music; Middle Eastern music; Happy music,1.010,1,3,3
Y0kIIGL-xFhY,"Finger snapping; Speech; Inside, small room",Breathing,0.896,0,3,1
Y0KKTw8pfNjg,"Speech; Fire alarm; Alarm; Buzzer; Smoke detector, smoke alarm",Speech; Fire alarm,0.980,2,5,2
Y0kNCB0oGiL4,Speech; Animal,"Sigh; Inside, small room",0.903,0,2,2
Y0KOPvSUlNjI,"Bagpipes; Wind instrument, woodwind instrument; Music; Speech","Wind instrument, woodwind instrument; Bagpipes",0.946,2,4,2
Y0kQD1P0_KUs,Music; Musical instrument; Brass instrument; Drum; Trumpet; Swing music; Percussion; Drum kit,Music; Wedding music,1.059,1,8,2
Y0kQjfwXjFuY,Music; Speech,Chant; Music,0.987,1,2,2
Y0kqQNBR09Rc,Speech; Music; Vehicle; Skidding; Car,Skidding,1.075,1,5,1
Y0kY1isykrrs,Music; Speech,Speech; Music; Tender music,1.043,2,2,3
Y0L2ndtt60Q8,Music; Synthetic singing; Speech; Tambourine,Synthetic singing; Music,1.058,2,4,2
Y0LAcf9DNd1Q,"Music; Speech; Bang; Smash, crash","Whoosh, swoosh, swish; Sound effect",1.029,0,4,2
Y0LE6Ll1rVlg,Music; Grunge; Progressive rock; Singing; Rock music; Punk rock,Music; Rhythm and blues; Exciting music,1.029,1,6,3
Y0lJyHuTVMNY,"Speech; Inside, small room; Zipper (clothing); Writing","Speech; Crunch; Inside, small room",1.124,2,4,3
Y0LLlcPiatiU,Music; Camera; Single-lens reflex camera,Music; Single-lens reflex camera,0.905,2,3,2
Y0loP4WNnL2k,"Vehicle; Train; Speech; Music; Rail transport; Railroad car, train wagon; Subway, metro, underground","Rail transport; Train; Railroad car, train wagon; Subway, metro, underground",0.973,4,7,4
Y0lPcHRhXlWk,Vehicle; Music; Car; Scary music,Vehicle; Bus,0.999,1,4,2
Y0lPip_ffJbk,"Speech; Pant; Inside, small room; Scratch",Speech; Writing,0.936,1,4,2
Y0LTmV_dOmmo,"Speech; Dishes, pots, and pans",Speech; Knock,0.923,1,2,2
Y0LY5zuRlIac,Drum; Percussion; Drum kit; Snare drum; Bass drum; Rimshot; Musical instrument; Drum roll; Music; Cymbal,Cymbal; Hi-hat,1.052,1,10,2
Y0m2rwP3eYno,Silence,Sonar,0.889,0,1,1
Y0m9-5BkL4Mc,Music; Speech; Musical instrument; Guitar; Plucked string instrument,Child singing; Music,1.045,1,5,2
Y0Mba3BS1oRM,Speech; Rub; Animal,Speech; Boiling,1.021,1,3,2
Y0mD4OcdidBM,"Shofar; Wind instrument, woodwind instrument; Speech; Animal; Domestic animals, pets",Siren; Civil defense siren,0.932,0,5,2
Y0MEPG8c0jqk,"Speech; Crushing; Crumpling, crinkling; Inside, small room","Speech; Crumpling, crinkling; Inside, small room",1.017,3,4,3
Y0ml1KwECOo8,Snoring; Vehicle; Animal,Snoring,0.976,1,3,1
Y0mNvPaqfwUI,"Vehicle; Aircraft; Speech; Fixed-wing aircraft, airplane","Rail transport; Train; Railroad car, train wagon; Train wheels squealing",0.927,0,4,4
Y0MV5mb0RJLY,Speech; Whispering,"Speech; Animal; Duck; Inside, small room",0.934,1,2,4
Y0mXkme9abiU,"Speech; Music; Musical instrument; Guitar; Plucked string instrument; Inside, small room",Chirp tone,0.949,0,6,1
Y0mZQ6Q-viPw,Sneeze; Speech; Crunch,Cough,0.899,0,3,1
Y0MzrXd8CUCg,"Music; Theremin; Wind instrument, woodwind instrument; Brass instrument; French horn; Musical instrument",Music; Foghorn,0.943,1,6,2
Y0N17tEW_WEU,"Speech synthesizer; Speech; Narration, monologue; Music","Speech; Narration, monologue",0.968,2,4,2
Y0N3-lCzOQPI,"Frog; Croak; Livestock, farm animals, working animals; Animal; Music",Frog; Croak,0.749,2,5,2
Y0N6S5OoG7Vg,Siren; Emergency vehicle; Ambulance (siren); Police car (siren); Vehicle; Speech; Car alarm,Wind; Wind noise (microphone); Fire,0.993,0,7,3
Y0N9EN0BEjP0,"Vehicle; Train; Music; Railroad car, train wagon; Rail transport; Clickety-clack","Vehicle; Truck; Bus; Traffic noise, roadway noise",1.053,1,6,4
Y0NMnJXcrhPo,Speech,"Whoosh, swoosh, swish",0.930,0,1,1
Y0noFcocWRzw,"Breaking; Shatter; Glass; Chink, clink; Music; Crack; Sound effect",Glass; Breaking,1.079,2,7,2
Y0NW8rsCj6xQ,Speech; Music; Animal,Ping,0.954,0,3,1
Y0NZLG7HMiLg,Fireworks; Speech; Firecracker; Music,Wind; Wind noise (microphone); Fire,1.052,0,4,3
Y0O-gZoirpRA,Vehicle; Music; Reversing beeps; Speech; Car,Car; Reversing beeps,0.968,2,5,2
